,Question,Numbers,Equation,Answer,group_nums,Type,Variation Type,Body,Ques,Grade,Ques_Statement
1603,there were number0 soccer balls in the bag . coach b. found several additional soccer balls and placed them in the bag . there are now number1 balls in the bag . how many soccer balls did he pick up ?,6 24,- number1 number0,18.0,"[1, 2, 3, 4, 37, 6, 38, 39, 25, 26, 27]",Subtraction,,there were number0 soccer balls in the bag . coach b. found several additional soccer balls and placed them in the bag . there are now number1 balls in the bag .,,3.0,how many soccer balls did he pick up ?
1604,there are number0 dogwood trees currently in the park . park workers will plant more dogwood trees today . when the workers are finished there will be number1 dogwood trees in the park . how many dogwood trees did the workers plant today ?,38 56,- number1 number0,18.0,"[1, 2, 3, 4, 7, 40, 41, 42, 26, 27, 28, 29]",Subtraction,,there are number0 dogwood trees currently in the park . park workers will plant more dogwood trees today . when the workers are finished there will be number1 dogwood trees in the park .,,3.0,how many dogwood trees did the workers plant today ?
1605,joan is baking a cake . the recipe calls for number0 cups of flour . she already put in number1 cups . how many more cups does she need to add ?,7 3,- number0 number1,4.0,"[1, 2, 8, 9, 10, 11, 18, 19, 20, 28, 29, 30]",Subtraction,,joan is baking a cake . the recipe calls for number0 cups of flour . she already put in number1 cups .,,2.0,how many more cups does she need to add ?
1606,alyssa has number0 books in her library . she bought several books at a yard sale over the weekend . she now has number1 books in her library . how many books did she buy at the yard sale ?,30 88,- number1 number0,58.0,"[1, 2, 3, 4, 5, 36, 37, 38, 23, 24, 25]",Subtraction,,alyssa has number0 books in her library . she bought several books at a yard sale over the weekend . she now has number1 books in her library .,,3.0,how many books did she buy at the yard sale ?
1607,sam received number0 dollars for his birthday . he went to a sporting goods store and bought a baseball glove baseball and bat . he had number1 dollars left over how much did he spent on the baseball gear ?,87 23,- number0 number1,64.0,"[1, 2, 3, 36, 37, 38, 25, 26, 27]",Subtraction,,sam received number0 dollars for his birthday . he went to a sporting goods store and bought a baseball glove baseball and bat . he had number1 dollars left over,,3.0,how much did he spent on the baseball gear ?
1608,if number0 cartridge costs number1 dollars how many ink cartridges can you buy with number2 dollars ?,1 15 180,/ number2 number1,12.0,"[0, 1, 2, 3, 4, 5, 13, 14, 15]",Common-Division,,if number0 cartridge costs number1 dollars,,5.0,how many ink cartridges can you buy with number2 dollars ?
1609,after paying number0 dollars for the pie sandy has number1 dollars left . how much money did she have before buying the pie ?,6 57,+ number0 number1,63.0,"[1, 2, 3, 8, 9, 10, 20, 21, 22]",Addition,,after paying number0 dollars for the pie sandy has number1 dollars left .,,3.0,how much money did she have before buying the pie ?
1610,there were number0 red roses and number1 white roses in the vase . melanie cut some more roses from her flower garden . there are now number2 red roses in the vase . how many red roses did she cut ?,8 2 14,- number2 number0,6.0,"[1, 2, 3, 4, 5, 6, 7, 8, 37, 38, 39, 25, 26, 27, 28]",Subtraction,,there were number0 red roses and number1 white roses in the vase . melanie cut some more roses from her flower garden . there are now number2 red roses in the vase .,,2.0,how many red roses did she cut ?
1611,jason had number0 peaches and number1 pears left at his roadside fruit stand . he went to the orchard and picked more peaches to stock up the stand . there are now number2 peaches at the stand how many did he pick ?,27 17 90,- number2 number0,63.0,"[32, 1, 2, 3, 4, 5, 6, 33, 7, 39, 40, 41, 31]",Subtraction,,jason had number0 peaches and number1 pears left at his roadside fruit stand . he went to the orchard and picked more peaches to stock up the stand . there are now number2 peaches at the stand,,3.0,how many did he pick ?
1612,if number0 pack costs number1 dollars how many packs of dvd 's can you buy with number2 dollars ?,1 11 110,/ number2 number1,10.0,"[0, 1, 2, 3, 4, 5, 15, 16, 17]",Common-Division,,if number0 pack costs number1 dollars,,5.0,how many packs of dvd 's can you buy with number2 dollars ?
1613,last week fred had number0 dollars and jason had number1 dollars . fred washed cars over the weekend and now has number2 dollars . how much money did fred make washing cars ?,46 13 57,- number2 number0,11.0,"[3, 4, 5, 8, 9, 10, 20, 21, 22, 29, 30, 31]",Subtraction,,last week fred had number0 dollars and jason had number1 dollars . fred washed cars over the weekend and now has number2 dollars .,,3.0,how much money did fred make washing cars ?
1614,there were number0 bales of hay in the barn and number1 bales in the shed . benny stacked more bales in the barn today . there are now number2 bales of hay in the barn . how many bales did he store in the barn ?,47 40 82,- number2 number0,35.0,"[1, 2, 3, 5, 9, 10, 11, 42, 43, 44, 27, 28, 29]",Subtraction,,there were number0 bales of hay in the barn and number1 bales in the shed . benny stacked more bales in the barn today . there are now number2 bales of hay in the barn .,,3.0,how many bales did he store in the barn ?
1615,the company has large and small ink cartridges in stock . how many ink cartridges can you buy with number0 dollars if number1 cartridge costs number2 dollars ?,182 1 14,/ number0 number2,13.0,"[13, 18, 19, 20, 21, 22, 23, 24, 25, 26]",Common-Division,,the company has large and small ink cartridges in stock .,,5.0,how many ink cartridges can you buy with number0 dollars if number1 cartridge costs number2 dollars ?
1616,mary is baking a cake . the recipe calls for number0 cups of flour and number1 cups of sugar . she already put in number2 cups of flour . how many more cups of flour does she need to add ?,9 3 2,- number0 number2,7.0,"[1, 2, 37, 38, 39, 8, 9, 10, 11, 14, 15, 16, 23, 24, 25]",Subtraction,,mary is baking a cake . the recipe calls for number0 cups of flour and number1 cups of sugar . she already put in number2 cups of flour .,,2.0,how many more cups of flour does she need to add ?
1617,the store has cd 's and dvd 's that you need . how many packs of dvd 's can you buy with number0 dollars if number1 pack costs number2 dollars ?,132 1 12,/ number0 number2,11.0,"[15, 21, 22, 23, 24, 25, 26, 27, 28, 29]",Common-Division,,the store has cd 's and dvd 's that you need .,,5.0,how many packs of dvd 's can you buy with number0 dollars if number1 pack costs number2 dollars ?
1618,dan 's high school played number0 baseball games this year and number1 were at night . the team won most of their games . they were defeated during number2 games . how many games did they win ?,18 2 3,- number0 number2,15.0,"[1, 34, 35, 4, 5, 6, 7, 36, 10, 11, 12, 27, 28, 29]",Subtraction,,dan 's high school played number0 baseball games this year and number1 were at night . the team won most of their games . they were defeated during number2 games .,,2.0,how many games did they win ?
1619,to get to school chad must either walk around a circular lake or canoe across it . the diameter of the lake is number0 miles . how much shorter is his trip if he canoes across the lake rather than walks around it ? ( use the value of pi = number1 ),2 3.14,- number1 number0,1.14,"[49, 50, 51, 52, 23, 24, 25]",Subtraction,,to get to school chad must either walk around a circular lake or canoe across it . the diameter of the lake is number0 miles .,,5.0,how much shorter is his trip if he canoes across the lake rather than walks around it ? ( use the value of pi = number1 )
1620,at the carnival number0 friends bought number1 tickets total . if they each bought the same amount how many tickets did each person buy ?,6 234,/ number1 number0,39.0,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 21, 22, 23]",Common-Division,,at the carnival number0 friends bought number1 tickets total . if they each bought the same amount,,4.0,how many tickets did each person buy ?
1621,sarah is making bead necklaces . she has number0 beads and is making number1 necklaces with each necklace using the same number of beads . how many beads will each necklace use ?,945 7,/ number0 number1,135.0,"[1, 2, 6, 7, 8, 9, 12, 13, 14, 16, 29, 30, 31]",Common-Division,,sarah is making bead necklaces . she has number0 beads and is making number1 necklaces with each necklace using the same number of beads .,,4.0,how many beads will each necklace use ?
1622,george had number0 pieces of candy . if he split the candy into number1 bags with the same amount of candy in each bag how many pieces would each bag have in it ?,648 8,/ number0 number1,81.0,"[32, 1, 2, 3, 12, 13, 14, 18, 22, 23, 28, 30, 31]",Common-Division,,george had number0 pieces of candy . if he split the candy into number1 bags with the same amount of candy in each bag,,4.0,how many pieces would each bag have in it ?
1623,a pallet of boxes weighed number0 kilograms . if there were number1 boxes on the pallet and each box weighed the same amount how much did each weigh ?,267 3,/ number0 number1,89.0,"[2, 4, 5, 6, 10, 11, 12, 17, 25, 26, 27]",Common-Division,,a pallet of boxes weighed number0 kilograms . if there were number1 boxes on the pallet and each box weighed the same amount,,4.0,how much did each weigh ?
1624,edward had number0 baseball cards in number1 binders . if each binder has the same number of cards how many cards are in each binder ?,763 7,/ number0 number1,109.0,"[1, 2, 3, 4, 5, 6, 7, 10, 15, 22, 23, 24]",Common-Division,,edward had number0 baseball cards in number1 binders . if each binder has the same number of cards,,4.0,how many cards are in each binder ?
1625,there are number0 people attending a luncheon . if a table can hold number1 people how many tables do they need ?,234 9,/ number0 number1,26.0,"[1, 2, 3, 4, 12, 13, 14, 18, 19, 20]",Common-Division,,there are number0 people attending a luncheon . if a table can hold number1 people,,4.0,how many tables do they need ?
1626,kaleb has to sell number0 chocolate bars to get a prize . if each box contains number1 chocolate bars how many boxes does he need to sell ?,710 5,/ number0 number1,142.0,"[3, 4, 5, 6, 13, 15, 16, 17, 18, 24, 25, 26]",Common-Division,,kaleb has to sell number0 chocolate bars to get a prize . if each box contains number1 chocolate bars,,4.0,how many boxes does he need to sell ?
1627,debby bought number0 bottles of water when they were on sale . if she drank number1 bottles a day how many days would they last her ?,355 5,/ number0 number1,71.0,"[1, 2, 3, 14, 15, 16, 23, 24, 25]",Common-Division,,debby bought number0 bottles of water when they were on sale . if she drank number1 bottles a day,,4.0,how many days would they last her ?
1628,debby had number0 quarters . if it costs number1 quarters for each coke from a coke machine how many could she buy ?,873 3,/ number0 number1,291.0,"[1, 2, 3, 7, 8, 9, 11, 19, 20, 21]",Common-Division,,debby had number0 quarters . if it costs number1 quarters for each coke from a coke machine,,4.0,how many could she buy ?
